#{"t_start": 1767693697.8165314, "env_id": null}
r,l,t
-1009.018392,29,33.239532
-1007.143634,32,33.271446
-1007.310834,34,33.308348
-1008.975273,31,33.334279
-1009.110803,34,33.37118
-1008.152915,30,33.406087
-1007.693604,35,33.440993
-907.406431,34,33.477895
-1005.901621,30,33.513799
-1010.065177,37,33.549702
-1007.475298,38,33.585606
-1006.194752,29,33.62151
-1007.584856,37,33.666022
-1006.417114,37,33.704917
-1008.488862,36,33.7488
-1005.838723,33,33.789241
-809.097175,47,33.839107
-906.349641,30,33.869027
-1007.352069,39,33.91291
-1006.869733,29,33.941832
-1009.663244,41,34.031592
-1007.089509,38,34.071055
-1009.763255,39,34.115935
-1008.839201,45,34.159696
-1008.997798,39,34.199123
-906.764788,37,34.236024
