#{"t_start": 1767737369.037167, "env_id": null}
r,l,t
581.040473,240,2052.647667
691.360701,240,2056.230319
478.945215,240,2059.464554
274.177324,240,2063.014502
578.722566,240,2066.270718
581.05469,240,2069.444674
782.055968,240,2072.807415
785.881311,240,2076.11698
581.372124,240,2079.267581
577.262696,240,2082.790724
778.892282,240,2086.16454
784.798886,240,2089.518805
467.268441,240,2093.162948
782.972115,240,2096.532854
679.991073,240,2100.055151
683.397223,240,2103.933761
483.720958,240,2107.516945
577.236774,240,2110.814326
486.339887,240,2114.45514
681.951564,240,2118.293098
688.821303,240,2121.806068
489.386211,240,2125.071131
482.088156,240,2128.741346
486.014726,240,2132.674377
107.547144,240,2136.234998
482.142244,240,2139.273232
677.34742,240,2142.427144
479.62019,240,2145.756371
573.278754,240,2149.122644
683.144923,240,2152.363596
581.643407,240,2155.54571
383.824542,240,2159.022668
585.062923,240,2162.364949
684.892129,240,2166.589467
686.081902,240,2170.130326
482.226179,240,2173.633359
572.003101,240,2177.741206
790.035844,240,2181.86417
675.170254,240,2185.501756
483.395809,240,2189.214652
1077.900465,240,2192.504963
471.465053,240,2195.760957
696.075658,240,2199.208002
580.92339,240,2202.534393
580.974526,240,2205.614876
671.802382,240,2208.737843
560.991424,240,2211.95366
637.342819,240,2215.30749
488.927427,240,2218.767971
480.685623,240,2221.99092
789.411772,240,2225.12511
586.231387,240,2228.479881
889.213653,240,2231.532705
579.523071,240,2234.70364
477.923665,240,2238.069746
586.853261,240,2241.40985
687.159563,240,2244.814905
774.846352,240,2247.912565
103.024223,240,2251.275773
689.028331,240,2254.593772
465.381856,240,2257.815986
785.577662,240,2261.08473
360.223803,240,2264.228816
481.859179,240,2267.72996
681.901736,240,2271.058209
579.610585,240,2274.446951
476.10556,240,2277.692066
584.147011,240,2281.120962
393.125631,240,2284.468531
589.143465,240,2287.731547
381.817619,240,2290.962741
682.934691,240,2294.134102
580.570015,240,2297.210951
564.271382,240,2300.437277
450.214029,240,2303.576134
575.802986,240,2306.741194
576.636944,240,2310.029813
556.05529,240,2313.150113
781.817064,240,2316.432561
680.312702,240,2319.810789
472.607982,240,2323.014642
682.235229,240,2326.046845
677.883125,240,2329.171885
668.732743,240,2332.335455
580.923555,240,2335.463605
579.318423,240,2338.478423
477.615058,240,2341.691566
771.935624,240,2344.970309
679.634725,240,2348.138724
219.911301,240,2351.356595
894.851005,240,2354.430736
887.312669,240,2357.60198
685.183842,240,2360.714717
780.642868,240,2363.738552
774.597505,240,2366.805492
888.177924,240,2369.931606
792.389473,240,2373.036051
580.805007,240,2376.08642
685.224269,240,2379.101106
681.139828,240,2382.249698
582.978922,240,2385.409911
685.673304,240,2388.507701
471.299424,240,2391.558585
